AV PID,Street Name,Street Number,Map,Lot,Land Area in Acres,Fiscal Year, Total Assessed Land Value , Total Appraised Improvements , Total Appraised Parcel Value ,Sale Date,Book/Page,Q U,Val Code,I V, Price ,Owner Occupied,Use Code,Use Descript, Effective Area , Gross Area , Living Area ,Year Built,,Style,Stories,Occupancy,Roof,Exterior Wall,Heat,Fuel,A/C,Room Count,Bedrooms,Baths,Half Baths,Grade
4758,BROADWAY,957,67,76,0.07653811,2018," $145,900 "," $195,500 "," $341,400 ",8/18/1995, 19955/ 161,U,,, $-   ,Y,1040,TWO FAMILY  ," 2,328 "," 3,628 "," 2,104 ",1900,2F,2 Family,2,2,Gable/Hip,Wood Shingle,Hot Water,Gas,None,,4,2,0,Average
5232,BROADWAY,959,75,41,0.07653811,2018," $145,900 "," $269,400 "," $415,300 ",8/25/2017, 58428/ 279,Q,0,I," $590,000 ",,1040,TWO FAMILY  ," 3,060 "," 4,100 "," 2,794 ",1920,2F,2 Family,3,3,Gable/Hip,Vinyl Siding,Steam,Gas,Central,,6,3,0,Average
103083,BROADWAY,960,75,  35U01,0,2018, $-   ," $250,900 "," $250,900 ",12/5/2017, 58889/ 190,Q,0,I," $286,000 ",,1021,Condo  , 806 , 806 , 806 ,1920,CA,Condo-Apt,1,1,Flat,Stucco/Masonry,Forced Air-Duc,Gas,Central,,1,1,,Average
103084,BROADWAY,960,75,  35U16,0,2018, $-   ," $277,500 "," $277,500 ",6/13/2008, 43676/ 029,U,1S,I," $167,000 ",Y,1021,Condo  , 840 , 840 , 840 ,1920,CA,Condo-Apt,1,1,Flat,Stucco/Masonry,Forced Air-Duc,Gas,Central,,2,1,,Average
103085,BROADWAY,960,75,  35U15,0,2018, $-   ," $254,800 "," $254,800 ",5/26/2005, 37156/ 001,Q,0,I," $250,000 ",,1021,Condo  , 700 , 700 , 700 ,1920,CA,Condo-Apt,1,1,Flat,Stucco/Masonry,Forced Air-Duc,Gas,Central,,2,1,,Average
103086,BROADWAY,960,75,  35U14,0,2018, $-   ," $240,000 "," $240,000 ",3/24/2017, 57716/ 201,Q,0,I," $280,000 ",,1021,Condo  , 720 , 720 , 720 ,1920,CA,Condo-Apt,1,1,Flat,Stucco/Masonry,Forced Air-Duc,Gas,Central,,1,1,,Average
103087,BROADWAY,960,75,  35U13,0,2018, $-   ," $255,000 "," $255,000 ",5/24/2007, 41849/ 311,Q,0,I," $199,000 ",,1021,Condo  , 720 , 720 , 720 ,1920,CA,Condo-Apt,1,1,Flat,Stucco/Masonry,Forced Air-Duc,Gas,Central,,1,1,,Average
103088,BROADWAY,960,75,  35U12,0,2018, $-   ," $289,500 "," $289,500 ",5/28/2010, 46461/ 211,Q,0,I," $180,000 ",,1021,Condo  , 917 , 917 , 917 ,1920,CA,Condo-Apt,1,1,Flat,Stucco/Masonry,Forced Air-Duc,Gas,Central,,2,1,,Average
103089,BROADWAY,960,75,  35U11,0,2018, $-   ," $273,400 "," $273,400 ",12/2/2004, 36017/ 298,Q,0,I," $255,000 ",Y,1021,Condo  , 816 , 816 , 816 ,1920,CA,Condo-Apt,1,1,Flat,Stucco/Masonry,Forced Air-Duc,Gas,Central,,2,1,,Average
103090,BROADWAY,960,75,  35U10,0,2018, $-   ," $281,500 "," $281,500 ",11/17/2014, 53716/ 263,Q,0,I," $229,000 ",,1021,Condo  , 864 , 864 , 864 ,1920,CA,Condo-Apt,1,1,Flat,Stucco/Masonry,Forced Air-Duc,Gas,Central,,2,1,,Average
103091,BROADWAY,960,75,  35U09,0,2018, $-   ," $250,000 "," $250,000 ",8/2/2005, 37713/ 337,Q,0,I," $250,000 ",Y,1021,Condo  , 756 , 756 , 756 ,1920,CA,Condo-Apt,1,1,Flat,Stucco/Masonry,Forced Air-Duc,Gas,Central,,2,1,,Average
103092,BROADWAY,960,75,  35U08,0,2018, $-   ," $192,300 "," $192,300 ",11/29/2004, 35979/ 095,Q,0,I," $180,000 ",Y,1021,Condo  , 685 , 685 , 685 ,1920,CA,Condo-Apt,1,1,Flat,Stucco/Masonry,Forced Air-Duc,Gas,Central,,2,1,,Average
103093,BROADWAY,960,75,  35U07,0,2018, $-   ," $239,400 "," $239,400 ",3/28/2016, 55893/  58,Q,0,I," $260,000 ",Y,1021,Condo  , 730 , 730 , 730 ,1920,CA,Condo-Apt,1,1,Flat,Stucco/Masonry,Forced Air-Duc,Gas,Central,,1,1,,Average
103094,BROADWAY,960,75,  35U06,0,2018, $-   ," $234,200 "," $234,200 ",12/12/2016, 57255/  73,Q,0,I," $252,000 ",,1021,Condo  , 692 , 692 , 692 ,1920,CA,Condo-Apt,1,1,Flat,Stucco/Masonry,Forced Air-Duc,Gas,Central,,1,1,,Average
103095,BROADWAY,960,75,  35U05,0,2018, $-   ," $267,500 "," $267,500 ",5/13/2016, 56116/  89,Q,0,I," $318,000 ",,1021,Condo  , 860 , 860 , 860 ,1920,CA,Condo-Apt,1,1,Flat,Stucco/Masonry,Forced Air-Duc,Gas,Central,,2,1,,Average
103096,BROADWAY,960,75,  35U04,0,2018, $-   ," $286,500 "," $286,500 ",4/23/2013, 51327/  38,Q,0,I," $205,600 ",Y,1021,Condo  , 988 , 988 , 988 ,1920,CA,Condo-Apt,1,1,Flat,Stucco/Masonry,Forced Air-Duc,Gas,Central,,2,1,,Average
103097,BROADWAY,960,75,  35U03,0,2018, $-   ," $269,300 "," $269,300 ",1/29/2015, 53995/  82,Q,0,I," $229,500 ",Y,1021,Condo  , 872 , 872 , 872 ,1920,CA,Condo-Apt,1,1,Flat,Stucco/Masonry,Forced Air-Duc,Gas,Central,,2,1,,Average
103098,BROADWAY,960,75,  35U02,0,2018, $-   ," $269,000 "," $269,000 ",8/15/2017, 58381/ 319,Q,0,I," $299,000 ",,1021,Condo  , 830 , 830 , 830 ,1920,CA,Condo-Apt,1,1,Flat,Stucco/Masonry,Forced Air-Duc,Gas,Central,,2,1,,Average
5231,BROADWAY,963,75,40,0.07651515,2018," $145,900 "," $308,900 "," $454,800 ",6/3/2015, 54546/ 222,Q,0,I," $413,000 ",,1040,TWO FAMILY  ," 3,001 "," 4,256 "," 2,769 ",1920,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Hot Water,Oil,Central,,7,3,0,Average
5230,BROADWAY,965,75,39,0.06887052,2018," $139,700 "," $260,400 "," $400,100 ",5/8/2013, 51410/ 194,Q,0,I," $320,000 ",Y,1040,TWO FAMILY  ," 2,652 "," 4,262 "," 2,381 ",1920,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Steam,Gas,None,,7,2,0,Average
5229,BROADWAY,967,75,38,0.06600092,2018," $137,000 "," $186,100 "," $323,100 ",11/24/2004, 35961/ 228,Q,0,I," $365,000 ",Y,1040,TWO FAMILY  ," 2,175 "," 2,970 "," 1,920 ",1920,2F,2 Family,2,2,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,10 Rooms,6,2,0,Average
5228,BROADWAY,969,75,37,0.04104683,2018," $114,100 "," $121,500 "," $235,600 ",9/12/2008, 44030/ 176,U,1G,I," $189,900 ",Y,1010,Single Fam," 1,665 "," 2,448 "," 1,455 ",1890,6,Conventional,2,1,Gable/Hip,Wood Shingle,Hot Water,Gas,None,,3,1,1,Average
1298,BROADWAY,979,76,6,0.02704316,2018," $129,100 "," $21,100 "," $150,200 ",6/8/2004, 34742/ 089,U,1G,I," $500,000 ",,3340,GAS ST SRV  ," 64,262 "," 70,222 "," 50,392 ",1872,72,School/College,3,1,Flat,Brick/Masonry,Hot Water,Gas,None,,0,0,,Average +20
1298,BROADWAY,979,76,6,0.02704316,2018," $129,100 "," $21,100 "," $150,200 ",6/8/2004, 34742/ 089,U,1G,I," $500,000 ",,3340,GAS ST SRV  ,,,,,,,,,,,,,,,,,,
6154,BROADWAY,1000,75,34,2.28783287,2018," $552,100 "," $7,385,900 "," $7,938,000 ",2/16/1995, 19604/ 062,U,1N,I," $850,000 ",,905C,P/HOS CHAR  ," 36,141 "," 38,026 "," 34,929 ",1996,85,Hospital,3,1,Flat,Brick Veneer,Forced Air-Duc,Gas,Central,,0,0,,Average +10
1306,BROADWAY,1001,76,13,0.1302112,2018," $41,400 ", $-   ," $41,400 ",,,U,,, $-   ,,3900,DEVEL LAND," 5,460 "," 6,720 "," 5,040 ",1910,14,Apt 5-8,3,6,Flat,Brick/Masonry,Hot Water,Gas,None,,0,0,,Average
1306,BROADWAY,1001,76,13,0.1302112,2018," $41,400 ", $-   ," $41,400 ",,,U,,, $-   ,,3900,DEVEL LAND,,,,,,,,,,,,,,,,,,
1305,BROADWAY,1005,76,12,0.57337006,2018," $376,400 ", $-   ," $376,400 ",,   529/  133,U,,, $100 ,,3900,DEVEL LAND," 15,377 "," 16,608 "," 14,183 ",1915,17,Store,1,2,Flat,Pre-finsh Metl,Forced Air-Duc,Gas,Central,,0,0,,Average +10
1305,BROADWAY,1005,76,12,0.57337006,2018," $376,400 ", $-   ," $376,400 ",,   529/  133,U,,, $100 ,,3900,DEVEL LAND,,,,,,,,,,,,,,,,,,
6155,BROADWAY,1010,76,     8A,1.18046373,2018," $593,900 "," $2,098,500 "," $2,692,400 ",9/16/2014, 53486/ 208,U,1C,I," $4,864,814 ",,322I,STORE/SHOP  MDL-96," 14,306 "," 16,196 "," 13,833 ",1996,17,Store,1,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,,0,0,,Good
1302,BROADWAY,1016,76,9,1.57396694,2018," $633,500 ", $-   ," $633,500 ",8/28/2015, 54981/  36,U,1V,V," $2,000,000 ",,3900,DEVEL LAND," 17,867 "," 21,030 "," 10,494 ",1900,71,Churches,1,1,Gable/Hip,Brick/Masonry,Forced Air-Duc,Gas,None,,0,0,,Average +10
1302,BROADWAY,1016,76,9,1.57396694,2018," $633,500 ", $-   ," $633,500 ",8/28/2015, 54981/  36,U,1V,V," $2,000,000 ",,3900,DEVEL LAND,,,,,,,,,,,,,,,,,,
421,BROADWAY,331A,29,20,0.00137741,2018, $700 , $-   , $700 ,4/27/1983, 10316/ 228,U,,, $-   ,,3370,PARK LOT  ," 2,371 "," 2,884 "," 1,728 ",1900,80,Stores/Apt Com,2,3,Flat,Vinyl Siding,Forced Air-Duc,Oil,None,,0,0,,Average
421,BROADWAY,331A,29,20,0.00137741,2018, $700 , $-   , $700 ,4/27/1983, 10316/ 228,U,,, $-   ,,3370,PARK LOT  ,,,,,,,,,,,,,,,,,,
104146,BROADWAY,361-365,29,96361,0,2018, $-   ," $944,100 "," $944,100 ",5/27/2010, 46456/ 289,Q,0,I," $875,000 ",,3221,RTL CONDO," 4,920 "," 6,554 "," 4,375 ",1920,90,Retail Condo,1,1,Flat,Brick/Masonry,Forced Air-Duc,Gas,Central,,0,0,2,Good
908,BROADWAY,714 R,49,34,0.00055096,2018, $300 , $-   , $300 ,5/5/2016, 56080/ 192,U,1F,V, $100 ,,3920,UNDEV LAND," 6,309 "," 6,820 "," 5,115 ",1910,80,Stores/Apt Com,3,7,Flat,Brick/Masonry,Forced Air-Duc,Oil,None,,0,0,,Average +10
908,BROADWAY,714 R,49,34,0.00055096,2018, $300 , $-   , $300 ,5/5/2016, 56080/ 192,U,1F,V, $100 ,,3920,UNDEV LAND,,,,,,,,,,,,,,,,,,
3720,BROADWAY,720-724,49,36,0.10330579,2018," $192,600 "," $271,400 "," $464,000 ",6/2/2015, 54540/ 106,Q,0,I," $469,000 ",,1110,APT 4-UNT  ," 5,102 "," 6,132 "," 4,572 ",1900,4F,Apt 4,3,4,Flat,Vinyl Siding,Hot Water,Gas,,,9,4,0,Average
100522,BROADWAY,79B,10,    17B,0.04453627,2018," $168,900 "," $224,000 "," $392,900 ",12/13/2004, 36087/ 300,Q,0,I," $404,000 ",,1040,TWO FAMILY  ," 2,171 "," 2,772 "," 1,848 ",1917,2F,2 Family,2,4,Flat,Vinyl Siding,Hot Water,Gas,None,8 Rooms,4,2,0,Average
4772,BROADWAY,913 A,67,92,0.01606979,2018," $3,400 ", $-   ," $3,400 ",3/31/1989, 15461/ 270,U,,, $-   ,,1320,RES ACLNUD  ," 3,450 "," 4,808 "," 2,831 ",1920,3F,3 Family,2,3,Gable/Hip,Wood Shingle,Hot Water,Gas,None,,3,3,1,Average +10
4772,BROADWAY,913 A,67,92,0.01606979,2018," $3,400 ", $-   ," $3,400 ",3/31/1989, 15461/ 270,U,,, $-   ,,1320,RES ACLNUD  ,,,,,,,,,,,,,,,,,,
5963,BROOK ST,8,91,4,0.20277778,2018," $179,100 "," $195,900 "," $375,000 ",10/5/2017, 58621/ 153,U,1S,I," $405,000 ",,1010,Single Fam," 2,476 "," 4,073 "," 1,902 ",1965,2,Split-Level,1,1,Gable/Hip,Brick/Masonry,Forced Air-Duc,Gas,Central,,4,2,0,Average +10
5976,BROOK ST,34,91,    14E,0,2018, $-   ," $296,900 "," $296,900 ",10/3/2013, 52199/ 205,Q,0,I," $229,000 ",Y,1021,Condo  ," 1,174 "," 1,636 "," 1,064 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Clapboard,Electr Basebrd,Electric,None,5 Rooms,2,2,1,Average +10
5975,BROOK ST,36,91,    14D,0,2018, $-   ," $270,600 "," $270,600 ",9/10/1987, 14057/ 187,U,,, $-   ,Y,1021,Condo  ," 1,258 "," 1,750 "," 1,140 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Clapboard,Electr Basebrd,Electric,None,4 Rooms,2,1,1,Average +10
5974,BROOK ST,38,91,    14C,0,2018, $-   ," $279,300 "," $279,300 ",8/2/2012, 49936/ 142,U,1A,I, $1 ,Y,1021,Condo  ," 1,174 "," 1,636 "," 1,064 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Clapboard,Electr Basebrd,Electric,None,5 Rooms,2,1,1,Average +10
5973,BROOK ST,40,91,    14B,0,2018, $-   ," $403,800 "," $403,800 ",12/3/2015, 55406/ 229,Q,0,I," $395,000 ",,1021,Condo  ," 1,344 "," 1,750 "," 1,140 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Clapboard,Electr Basebrd,Electric,Central,5 Rooms,2,2,1,Average +10
5972,BROOK ST,42,91,    14A,0,2018, $-   ," $319,700 "," $319,700 ",6/27/1995, 19838/ 270,U,,, $-   ,Y,1021,Condo  ," 1,344 "," 1,750 "," 1,140 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Clapboard,Electr Basebrd,Electric,Central,,2,1,1,Average +10
5971,BROOK ST,46,91,13,0.10192837,2018," $166,400 "," $119,800 "," $286,200 ",11/6/2006,CERT 123972,Q,0,I," $330,000 ",Y,1010,Single Fam," 1,355 "," 2,345 "," 1,232 ",1890,6,Conventional,2,1,Gable/Hip,Aluminum Sidng,Forced Air-Duc,Gas,None,,3,1,0,Average
5970,BROOK ST,50,91,12,0.08643251,2018," $153,900 "," $125,200 "," $279,100 ",7/1/2013, 51717/ 333,U,1A,I, $1 ,Y,1040,TWO FAMILY  ," 1,579 "," 2,370 "," 1,176 ",1967,10,Duplex,1,2,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,10 Rooms,6,2,0,Average
104312,BRYSON RD,9,63,    16A,0.02800735,2018," $107,500 "," $405,000 "," $512,500 ",11/19/2014, 53728/ 183,U,1F,V, $100 ,,3920,UNDEV LAND," 4,668 "," 4,668 "," 4,668 ",1973,40,Light Indust,2,1,Flat,Concr/Cinder,Forced Air-Duc,Gas,Central,,0,0,,Average
104312,BRYSON RD,9,63,    16A,0.02800735,2018," $107,500 "," $405,000 "," $512,500 ",11/19/2014, 53728/ 183,U,1F,V, $100 ,,3920,UNDEV LAND,,,,,,,,,,,,,,,,,,
6170,BURMA RD,,86,122,0.74931129,2018," $130,600 "," $614,700 "," $745,300 ",,,,,, $-   ,,9701,HOUSING AUTHORITY C," 4,076 "," 4,076 "," 4,076 ",1950,89,Other Municip,2,4,Gable/Hip,Vinyl Siding,Hot Water,Gas,None,,,,,Below Average
2201,CAPTAINS RW,66,18,   95AM,0,2018, $-   ," $450,100 "," $450,100 ",9/30/2015, 55128/ 342,Q,0,I," $445,000 ",,1021,Condo  ," 2,056 "," 2,056 "," 2,056 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
2200,CAPTAINS RW,68,18,   95AL,0,2018, $-   ," $429,900 "," $429,900 ",8/12/2013, 51938/ 213,U,1A,I, $1 ,Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,3,1,1,Good
2199,CAPTAINS RW,70,18,   95AK,0,2018, $-   ," $416,200 "," $416,200 ",9/9/2015, 55035/ 252,Q,0,I," $370,000 ",Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,,3,2,1,Good
2198,CAPTAINS RW,72,18,   95AJ,0,2018, $-   ," $429,900 "," $429,900 ",3/10/1997, 21254/ 086,Q,0,I," $131,000 ",Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
2197,CAPTAINS RW,74,18,   95AI,0,2018, $-   ," $429,900 "," $429,900 ",5/5/2017, 57899/  67,U,1S,I," $502,500 ",,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
2196,CAPTAINS RW,76,18,   95AH,0,2018, $-   ," $449,900 "," $449,900 ",8/7/2011, 47997/ 101,Q,0,I," $340,000 ",,1021,Condo  ," 2,055 "," 2,055 "," 2,055 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
2192,CAPTAINS RW,78,18,   95AD,0,2018, $-   ," $476,000 "," $476,000 ",7/7/2006, 39954/ 292,Q,0,I," $450,000 ",Y,1021,Condo  ," 2,055 "," 2,055 "," 2,055 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,3,2,1,Good
2193,CAPTAINS RW,80,18,   95AE,0,2018, $-   ," $429,900 "," $429,900 ",4/18/1990, 16229/ 144,U,,, $-   ,Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,2,1,1,Good
2194,CAPTAINS RW,82,18,   95AF,0,2018, $-   ," $429,900 "," $429,900 ",3/31/2016, 55916/ 324,Q,0,I," $448,000 ",Y,1021,Condo  ," 2,057 "," 2,057 "," 2,057 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,3,1,1,Good
2195,CAPTAINS RW,84,18,   95AG,0,2018, $-   ," $450,100 "," $450,100 ",11/8/2017, 58774/ 199,Q,0,I," $405,500 ",,1021,Condo  ," 2,056 "," 2,056 "," 2,056 ",1987,CT,Condo-Twnhse,2,1,Gable/Hip,Brick Veneer,Forced Air-Duc,Gas,Central,5 Rooms,3,1,1,Good
2188,CAPTAINS RW,99,18,94,1.50211203,2018," $505,800 "," $14,300 "," $520,100 ",6/14/1996, 20641/ 183,U,,, $-   ,,1060,AC LND IMP  ," 5,301 "," 5,697 "," 5,295 ",1986,14,Apt 5-8,2,6,Gable/Hip,Brick Veneer,Electr Basebrd,Electric,Heat Pump,,0,0,,Average
2188,CAPTAINS RW,99,18,94,1.50211203,2018," $505,800 "," $14,300 "," $520,100 ",6/14/1996, 20641/ 183,U,,, $-   ,,1060,AC LND IMP  ,,,,,,,,,,,,,,,,,,
2226,CAPTAINS RW,100,18,    96A,0,2018, $-   ," $211,600 "," $211,600 ",7/6/1998, 22648/ 179,Q,0,I," $63,700 ",Y,1021,Condo  , 653 , 653 , 653 ,1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,3 Rooms,1,1,0,Good
2227,CAPTAINS RW,100,18,   96AA,0,2018, $-   ," $322,100 "," $322,100 ",2/18/2000, 24692/ 208,Q,1,I," $143,000 ",Y,1021,Condo  ," 1,010 "," 1,010 "," 1,010 ",1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,4 Rooms,2,1,0,Good
2228,CAPTAINS RW,100,18,   96AB,0,2018, $-   ," $310,900 "," $310,900 ",7/1/2002, 28844/ 324,Q,0,I," $225,000 ",Y,1021,Condo  , 952 , 952 , 952 ,1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,4 Rooms,2,1,0,Good
2229,CAPTAINS RW,100,18,   96AC,0,2018, $-   ," $211,100 "," $211,100 ",4/28/2017, 56868/ 304,Q,0,I," $290,000 ",Y,1021,Condo  , 642 , 642 , 642 ,1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,None,3 Rooms,1,1,0,Good
2230,CAPTAINS RW,100,18,   96AD,0,2018, $-   ," $228,800 "," $228,800 ",9/3/2013, 52061/ 232,Q,0,I," $185,000 ",,1021,Condo  , 700 , 700 , 700 ,1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,3 Rooms,1,1,0,Good
2231,CAPTAINS RW,100,18,   96AE,0,2018, $-   ," $269,400 "," $269,400 ",8/5/2015, 54877/  70,U,1F,I, $1 ,,1021,Condo  , 930 , 930 , 930 ,1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,4 Rooms,2,1,0,Good
2232,CAPTAINS RW,100,18,   96AF,0,2018, $-   ," $320,400 "," $320,400 ",8/30/2001, 26956/ 046,Q,1,I," $194,900 ",,1021,Condo  ," 1,001 "," 1,001 "," 1,001 ",1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,4 Rooms,2,1,0,Good
2233,CAPTAINS RW,100,18,   96AG,0,2018, $-   ," $212,100 "," $212,100 ",5/1/2013, 51379/ 185,U,1S,I," $108,000 ",,1021,Condo  , 590 , 590 , 590 ,1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,3 Rooms,1,1,0,Good
2234,CAPTAINS RW,100,18,    96B,0,2018, $-   ," $335,300 "," $335,300 ",9/30/2016, 56877/ 134,Q,0,I," $359,000 ",,1021,Condo  ," 1,178 "," 1,178 "," 1,178 ",1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,4 Rooms,2,1,0,Good
2235,CAPTAINS RW,100,18,    96C,0,2018, $-   ," $320,900 "," $320,900 ",5/24/2002, 28598/ 261,Q,0,I," $215,000 ",Y,1021,Condo  ," 1,089 "," 1,089 "," 1,089 ",1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,4 Rooms,2,1,0,Good
2236,CAPTAINS RW,100,18,    96D,0,2018, $-   ," $261,200 "," $261,200 ",, 40199/ 145,U,1A,I, $1 ,,1021,Condo  ," 1,010 "," 1,010 "," 1,010 ",1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,3 Rooms,1,1,0,Good
2237,CAPTAINS RW,100,18,    96E,0,2018, $-   ," $248,200 "," $248,200 ",10/1/2008, 44094/ 212,U,1A,I," $100,000 ",,1021,Condo  , 918 , 918 , 918 ,1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,3 Rooms,1,1,0,Good
2238,CAPTAINS RW,100,18,    96F,0,2018, $-   ," $321,300 "," $321,300 ",10/1/2008, 44094/ 233,U,1A,I," $160,000 ",,1021,Condo  ," 1,092 "," 1,092 "," 1,092 ",1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,4 Rooms,2,1,0,Good
2239,CAPTAINS RW,100,18,    96G,0,2018, $-   ," $321,300 "," $321,300 ",4/7/2015, 54282/  23,Q,0,I," $250,000 ",,1021,Condo  ," 1,092 "," 1,092 "," 1,092 ",1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,4 Rooms,2,1,0,Good
2240,CAPTAINS RW,100,18,    96H,0,2018, $-   ," $196,600 "," $196,600 ",1/11/2016, 55585/ 165,Q,0,I," $225,000 ",Y,1021,Condo  , 543 , 543 , 543 ,1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,3 Rooms,1,1,0,Good
2241,CAPTAINS RW,100,18,    96I,0,2018, $-   ," $310,300 "," $310,300 ",8/31/2000, 25302/ 323,Q,0,I," $166,000 ",Y,1021,Condo  , 900 , 900 , 900 ,1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,4 Rooms,2,1,0,Good
2242,CAPTAINS RW,100,18,    96J,0,2018, $-   ," $223,500 "," $223,500 ",11/19/1986, 13088/ 329,U,,, $-   ,Y,1021,Condo  , 664 , 664 , 664 ,1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,3 Rooms,1,1,0,Good
2243,CAPTAINS RW,100,18,    96K,0,2018, $-   ," $323,000 "," $323,000 ",6/1/1998, 22519/ 314,Q,0,I," $97,000 ",,1021,Condo  ," 1,015 "," 1,015 "," 1,015 ",1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,4 Rooms,2,1,0,Good
2244,CAPTAINS RW,100,18,    96L,0,2018, $-   ," $338,900 "," $338,900 ",8/14/2014, 53350/  246,U,1S,I," $185,000 ",,1021,Condo  ," 1,067 "," 1,067 "," 1,067 ",1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Forced Air-Duc,Gas,Central,4 Rooms,2,1,0,Good
2245,CAPTAINS RW,100,18,    96M,0,2018, $-   ," $347,400 "," $347,400 ",10/9/2012, 50298/ 191,U,1A,I, $1 ,Y,1021,Condo  ," 1,222 "," 1,222 "," 1,222 ",1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,3 Rooms,1,1,0,Good
2246,CAPTAINS RW,100,18,    96N,0,2018, $-   ," $262,900 "," $262,900 ",6/19/2015, 54637/  25,Q,0,I," $242,000 ",Y,1021,Condo  , 942 , 942 , 942 ,1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,3 Rooms,1,1,0,Good
2247,CAPTAINS RW,100,18,    96O,0,2018, $-   ," $340,100 "," $340,100 ",3/11/2014, 52746/  98,U,1A,I, $1 ,Y,1021,Condo  ," 1,113 "," 1,113 "," 1,113 ",1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,4 Rooms,2,1,0,Good
2248,CAPTAINS RW,100,18,    96P,0,2018, $-   ," $338,900 "," $338,900 ",8/2/2016, 56533/ 122,U,1N,I," $445,000 ",,1021,Condo  ," 1,079 "," 1,079 "," 1,079 ",1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,4 Rooms,2,1,1,Good
2249,CAPTAINS RW,100,18,    96Q,0,2018, $-   ," $205,500 "," $205,500 ",12/23/1987, 14353/ 189,U,,, $-   ,Y,1021,Condo  , 540 , 540 , 540 ,1987,CA,Condo-Apt,4,1,Mansard,Brick/Masonry,Electr Basebrd,Electric,Central,3 Rooms,1,1,0,Good
